text_clean;text_tokens
parahh klo saya pesen tiket yg gak ikut promo buy get tapi saldo dana saya gak bisa direfund dan nmoe kontak pun tidak bisa dihubungin tolong lebih diperbaiki sistemnya thanks;['parahh', 'klo', 'saya', 'pesen', 'tiket', 'yg', 'gak', 'ikut', 'promo', 'buy', 'get', 'tapi', 'saldo', 'dana', 'saya', 'gak', 'bisa', 'direfund', 'dan', 'nmoe', 'kontak', 'pun', 'tidak', 'bisa', 'dihubungin', 'tolong', 'lebih', 'diperbaiki', 'sistemnya', 'thanks']
sudah pesan tiket terus dibatalkan dan pengembalian dananya gagal tolong kembalikan saldo saya yang sudah terbayar tapi pemesanan tiket bioskop di batalkan nama akun andrian wiky dakosta;['sudah', 'pesan', 'tiket', 'terus', 'dibatalkan', 'dan', 'pengembalian', 'dananya', 'gagal', 'tolong', 'kembalikan', 'saldo', 'saya', 'yang', 'sudah', 'terbayar', 'tapi', 'pemesanan', 'tiket', 'bioskop', 'di', 'batalkan', 'nama', 'akun', 'andrian', 'wiky', 'dakosta']
sudah kali saya gagal mendapatkan tiket di akun dana saldo saya sudah terpotong dan transaksi sukses tetapi saya tidak mendapatkan tiketnya tiba ada notifikasi transaksi dibatalkan aneh tidak suka;['sudah', 'kali', 'saya', 'gagal', 'mendapatkan', 'tiket', 'di', 'akun', 'dana', 'saldo', 'saya', 'sudah', 'terpotong', 'dan', 'transaksi', 'sukses', 'tetapi', 'saya', 'tidak', 'mendapatkan', 'tiketnya', 'tiba', 'ada', 'notifikasi', 'transaksi', 'dibatalkan', 'aneh', 'tidak', 'suka']
aplikasi gak jelaspromo jam tp udah jam waktu promo sdh abis sdh di beli pembelian tiket normal malah transaksi gagalterus saldo saya tidak di kembalikan kejadian percis hari ini jam wib tolong kembalikan saldo saya cepat;['aplikasi', 'gak', 'jelaspromo', 'jam', 'tp', 'udah', 'jam', 'waktu', 'promo', 'sdh', 'abis', 'sdh', 'di', 'beli', 'pembelian', 'tiket', 'normal', 'malah', 'transaksi', 'gagalterus', 'saldo', 'saya', 'tidak', 'di', 'kembalikan', 'kejadian', 'percis', 'hari', 'ini', 'jam', 'wib', 'tolong', 'kembalikan', 'saldo', 'saya', 'cepat']
aplikasi goblok isi dana mau dipakai malah hilang semua percuma lu banyak iklanin tix id biar lebih mudah dan cepat malah tambah ribet buang waktu orang;['aplikasi', 'goblok', 'isi', 'dana', 'mau', 'dipakai', 'malah', 'hilang', 'semua', 'percuma', 'lu', 'banyak', 'iklanin', 'tix', 'id', 'biar', 'lebih', 'mudah', 'dan', 'cepat', 'malah', 'tambah', 'ribet', 'buang', 'waktu', 'orang']
saya beli tiket dgn dana pembelian gagal krn kursi yg saya pilih sudah kedahuluan pihak lain tapi saldo saya tetap terpotong keterangan pengembalian dana gagal sy telfon ke cs selalu tidak tersambung sangat gak recommended aplikasi ini;['saya', 'beli', 'tiket', 'dgn', 'dana', 'pembelian', 'gagal', 'krn', 'kursi', 'yg', 'saya', 'pilih', 'sudah', 'kedahuluan', 'pihak', 'lain', 'tapi', 'saldo', 'saya', 'tetap', 'terpotong', 'keterangan', 'pengembalian', 'dana', 'gagal', 'sy', 'telfon', 'ke', 'cs', 'selalu', 'tidak', 'tersambung', 'sangat', 'gak', 'recommended', 'aplikasi', 'ini']
aplikasi php setiap aku udah top up jam pagi pasti tiket buy get abis padahal mulainya kan jam aplikasi kampret ini namanya;['aplikasi', 'php', 'setiap', 'aku', 'udah', 'top', 'up', 'jam', 'pagi', 'pasti', 'tiket', 'buy', 'get', 'abis', 'padahal', 'mulainya', 'kan', 'jam', 'aplikasi', 'kampret', 'ini', 'namanya']
kecewa bangettttt beli tiket udah berhasil tapi tiketnya ga turun dan uangnya udah kepotong ini gimana sih sekarang kok sistemnya seburuk itu;['kecewa', 'bangettt', 'beli', 'tiket', 'udah', 'berhasil', 'tapi', 'tiketnya', 'ga', 'turun', 'dan', 'uangnya', 'udah', 'kepotong', 'ini', 'gimana', 'sih', 'sekarang', 'kok', 'sistemnya', 'seburuk', 'itu']
gemana sih udh nungguin promonya tapi pas udh jamnya malah habis kalau gitu sekalian aja gk ush dipromoin pas mau beli lambat banget aplikasinya kecewa sama tix awal awal aja bagus sekarang jelek banget;['gemana', 'sih', 'udh', 'nungguin', 'promonya', 'tapi', 'pas', 'udh', 'jamnya', 'malah', 'habis', 'kalau', 'gitu', 'sekalian', 'aja', 'gk', 'ush', 'dipromoin', 'pas', 'mau', 'beli', 'lambat', 'banget', 'aplikasinya', 'kecewa', 'sama', 'tix', 'awal', 'awal', 'aja', 'bagus', 'sekarang', 'jelek', 'banget']
makin kesini promo gak bs kepake setiap jam promo selalu gangguan gak pernah dpt promo lagi aplikasi gangguan terus tiba bisa promo dh hbs kecewwaaaa;['makin', 'kesini', 'promo', 'gak', 'bs', 'kepake', 'setiap', 'jam', 'promo', 'selalu', 'gangguan', 'gak', 'pernah', 'dpt', 'promo', 'lagi', 'aplikasi', 'gangguan', 'terus', 'tiba', 'bisa', 'promo', 'dh', 'hbs', 'kecewwaaa']
apaapaan inisy beli tiketudah dapet promoudah berhasilnungguntikettiba tiba notif gagaldana di refound sy transaksi lagi harga jadi normalpadahal kursi masi ada banyak konyol;['apaapaan', 'inisy', 'beli', 'tiketudah', 'dapet', 'promoudah', 'berhasilnungguntikettiba', 'tiba', 'notif', 'gagaldana', 'di', 'refound', 'sy', 'transaksi', 'lagi', 'harga', 'jadi', 'normalpadahal', 'kursi', 'masi', 'ada', 'banyak', 'konyol']
aq turunin bintangnyaa sekarang mlah gak muncul jadwal tayangnya pdahal udah siang jam setiap buy get pasti aplikasinyaa bermasalah trus;['aq', 'turunin', 'bintangnyaa', 'sekarang', 'mlah', 'gak', 'muncul', 'jadwal', 'tayangnya', 'pdahal', 'udah', 'siang', 'jam', 'setiap', 'buy', 'get', 'pasti', 'aplikasinyaa', 'bermasalah', 'trus']
aplikasi kok eror trus dibuka ga bisa lagi dari kemaren kalau bisa tak vidio tak kirim biar tau mau gampang malah jadi ribet;['aplikasi', 'kok', 'eror', 'trus', 'dibuka', 'ga', 'bisa', 'lagi', 'dari', 'kemaren', 'kalau', 'bisa', 'tak', 'vidio', 'tak', 'kirim', 'biar', 'tau', 'mau', 'gampang', 'malah', 'jadi', 'ribet']
hallo tix id kok sy sering mengalami masalah lebih banyak masalah lg ketika tix id sedang ada promo tiket itu susah sekali utk melakukan transaksi sy udh melakukan transaksi di hari promo tp di menu cetak tiket tdk ada padahal saldo sudah terpotong tunggu berapa jam lalu direfund;['hallo', 'tix', 'id', 'kok', 'sy', 'sering', 'mengalami', 'masalah', 'lebih', 'banyak', 'masalah', 'lg', 'ketika', 'tix', 'id', 'sedang', 'ada', 'promo', 'tiket', 'itu', 'susah', 'sekali', 'utk', 'melakukan', 'transaksi', 'sy', 'udh', 'melakukan', 'transaksi', 'di', 'hari', 'promo', 'tp', 'di', 'menu', 'cetak', 'tiket', 'tdk', 'ada', 'padahal', 'saldo', 'sudah', 'terpotong', 'tunggu', 'berapa', 'jam', 'lalu', 'direfund']
saya suka sekali dengan aplikasi ini berkat aplikasi ini memudahkan saya untuk menonton film dibioskop aplikasi ini juga banyak memberikan diskon seperti buy get pada acara tertentu saya sudah menikmati diskon ini kali tanpa ribet terimakasih saya benar benar suka aplikasi ini saya tidak harus mengantri ataupun takut kehabisan kursi karna saya bisa mengecek kursi terlebih dahulu;['saya', 'suka', 'sekali', 'dengan', 'aplikasi', 'ini', 'berkat', 'aplikasi', 'ini', 'memudahkan', 'saya', 'untuk', 'menonton', 'film', 'dibioskop', 'aplikasi', 'ini', 'juga', 'banyak', 'memberikan', 'diskon', 'seperti', 'buy', 'get', 'pada', 'acara', 'tertentu', 'saya', 'sudah', 'menikmati', 'diskon', 'ini', 'kali', 'tanpa', 'ribet', 'terimakasih', 'saya', 'benar', 'benar', 'suka', 'aplikasi', 'ini', 'saya', 'tidak', 'harus', 'mengantri', 'ataupun', 'takut', 'kehabisan', 'kursi', 'karna', 'saya', 'bisa', 'mengecek', 'kursi', 'terlebih', 'dahulu']
beli tiket tanpa antri top sekedar masukan ya kedepan nya bisa beli tiket utk tgl berikut nya jadi tidak hanya tayang hari ini saja;['beli', 'tiket', 'tanpa', 'antri', 'top', 'sekedar', 'masukan', 'ya', 'kedepan', 'nya', 'bisa', 'beli', 'tiket', 'utk', 'tgl', 'berikut', 'nya', 'jadi', 'tidak', 'hanya', 'tayang', 'hari', 'ini', 'saja']
auto delete ini aplikasi buset gak bener bgt penanganan nya promonya jga boongan tolong sistemnya di perbaiki banyak customer yg kecewa jgn banyakin promo doank sistem dan pelayanannya di perbaiki;['auto', 'delete', 'ini', 'aplikasi', 'buset', 'gak', 'bener', 'bgt', 'penanganan', 'nya', 'promonya', 'jga', 'boongan', 'tolong', 'sistemnya', 'di', 'perbaiki', 'banyak', 'customer', 'yg', 'kecewa', 'jgn', 'banyakin', 'promo', 'doank', 'sistem', 'dan', 'pelayanannya', 'di', 'perbaiki']
seneng banget ada apalikasi ini kita bisa lebih mudah membeli tiket bioskop dan dapatkan voucer gratis senilai rp dengan menggunakan kode zorselamat mencoba gaess hihihi;['seneng', 'banget', 'ada', 'apalikasi', 'ini', 'kita', 'bisa', 'lebih', 'mudah', 'membeli', 'tiket', 'bioskop', 'dan', 'dapatkan', 'voucer', 'gratis', 'senilai', 'rp', 'dengan', 'menggunakan', 'kode', 'zorselamat', 'mencoba', 'gaess', 'hihihi']
aplikasi yang memudahkan untuk pembelian tiket bioskop karena sibuk kerja make aplikasi ini jadi simpel dan mudah untuk beli tiket thank you;['aplikasi', 'yang', 'memudahkan', 'untuk', 'pembelian', 'tiket', 'bioskop', 'karena', 'sibuk', 'kerja', 'make', 'aplikasi', 'ini', 'jadi', 'simpel', 'dan', 'mudah', 'untuk', 'beli', 'tiket', 'thank', 'you']
pesat tiket dana sudah dipotong kede booking nggak dikasih jam tayang udah lewat dana nggak di refund pesan lagi dijam tayang berikutnya sama aja hilang lagi dana no refund customer service nya kayaknya masih liburan sampai keluhan saya entah kapan akan direspon kalau bukan karena saldo dana saya banyak mungkin lebih baik saya uninstal aplikasi ini lebih baik balik ke mtix mahal tanpa promo tapi nggak pernah mengecewakan;['pesat', 'tiket', 'dana', 'sudah', 'dipotong', 'kede', 'booking', 'nggak', 'dikasih', 'jam', 'tayang', 'udah', 'lewat', 'dana', 'nggak', 'di', 'refund', 'pesan', 'lagi', 'dijam', 'tayang', 'berikutnya', 'sama', 'aja', 'hilang', 'lagi', 'dana', 'no', 'refund', 'customer', 'service', 'nya', 'kayaknya', 'masih', 'liburan', 'sampai', 'keluhan', 'saya', 'entah', 'kapan', 'akan', 'direspon', 'kalau', 'bukan', 'karena', 'saldo', 'dana', 'saya', 'banyak', 'mungkin', 'lebih', 'baik', 'saya', 'uninstal', 'aplikasi', 'ini', 'lebih', 'baik', 'balik', 'ke', 'mtix', 'mahal', 'tanpa', 'promo', 'tapi', 'nggak', 'pernah', 'mengecewakan']
beli tiket awalnya sukses pas mau cek tiketnya langsung kena refund tapi saldoku sudah kepotong dan sampai skarang uangnya tidak kembali dan kursi yang tdinya tak pilih malah masih kosong gimana caranya ngembalikan uang yang uda terlanjur keambil soalnya aku hubungi lwat telpon gak bisa email gak ada respon;['beli', 'tiket', 'awalnya', 'sukses', 'pas', 'mau', 'cek', 'tiketnya', 'langsung', 'kena', 'refund', 'tapi', 'saldoku', 'sudah', 'kepotong', 'dan', 'sampai', 'skarang', 'uangnya', 'tidak', 'kembali', 'dan', 'kursi', 'yang', 'tdinya', 'tak', 'pilih', 'malah', 'masih', 'kosong', 'gimana', 'caranya', 'ngembalikan', 'uang', 'yang', 'uda', 'terlanjur', 'keambil', 'soalnya', 'aku', 'hubungi', 'lwat', 'telpon', 'gak', 'bisa', 'email', 'gak', 'ada', 'respon']
udah download gak ada pengaturan pin lalu top up pas mau mesen disuruh masukkin pin atur pin dapet otp tapi tetep hubungin cs cs dihubungin gak bisa bad rating;['udah', 'download', 'gak', 'ada', 'pengaturan', 'pin', 'lalu', 'top', 'up', 'pas', 'mau', 'mesen', 'disuruh', 'masukkin', 'pin', 'atur', 'pin', 'dapet', 'otp', 'tapi', 'tetep', 'hubungin', 'cs', 'cs', 'dihubungin', 'gak', 'bisa', 'bad', 'rating']
good aplikasi thanks a lot buat tix id and dana karna kalian pertengahan dan akhir bulan ku lebih berisi bisa nonton murah bareng teman;['good', 'aplikasi', 'thanks', 'a', 'lot', 'buat', 'tix', 'id', 'and', 'dana', 'karna', 'kalian', 'pertengahan', 'dan', 'akhir', 'bulan', 'ku', 'lebih', 'berisi', 'bisa', 'nonton', 'murah', 'bareng', 'teman']
awalnya bagus tapi makin kesini makin jelek masak iya sekali di refund seterusnya bkal di refund percuma dunk undang teman bnyak biar dapt voucher tapi pencapaiannya makin parah makin ngk bisa di gunain tolong dunk pihak tix id nya di perbaiki lagi servernya biar semakin bnyak yg gunain tetap di bikin lancar jaya kenyamanan cust d utamaun dunk semoga ada pencerahan biar id gue bisa digunain lagi terimakasih;['awalnya', 'bagus', 'tapi', 'makin', 'kesini', 'makin', 'jelek', 'masak', 'iya', 'sekali', 'di', 'refund', 'seterusnya', 'bkal', 'di', 'refund', 'percuma', 'dunk', 'undang', 'teman', 'bnyak', 'biar', 'dapt', 'voucher', 'tapi', 'pencapaiannya', 'makin', 'parah', 'makin', 'ngk', 'bisa', 'di', 'gunain', 'tolong', 'dunk', 'pihak', 'tix', 'id', 'nya', 'di', 'perbaiki', 'lagi', 'servernya', 'biar', 'semakin', 'bnyak', 'yg', 'gunain', 'tetap', 'di', 'bikin', 'lancar', 'jaya', 'kenyamanan', 'cust', 'd', 'utamaun', 'dunk', 'semoga', 'ada', 'pencerahan', 'biar', 'id', 'gue', 'bisa', 'digunain', 'lagi', 'terimakasih']
blm lama baru download smga bermanfaat klo bisa jadwal nnton hari berikutnya bisa di lihat beli karena yg di info hanya jadwal tgl pada saat kita buka aplikasi;['blm', 'lama', 'baru', 'download', 'smga', 'bermanfaat', 'klo', 'bisa', 'jadwal', 'nnton', 'hari', 'berikutnya', 'bisa', 'di', 'lihat', 'beli', 'karena', 'yg', 'di', 'info', 'hanya', 'jadwal', 'tgl', 'pada', 'saat', 'kita', 'buka', 'aplikasi']
mantap jiwa dah udah buat gue nggak antre pas beli tiket bayarnya beli satu gratis satu lagi buat yang lain download aja aplikasi mantap;['mantap', 'jiwa', 'dah', 'udah', 'buat', 'gue', 'nggak', 'antre', 'pas', 'beli', 'tiket', 'bayarnya', 'beli', 'satu', 'gratis', 'satu', 'lagi', 'buat', 'yang', 'lain', 'download', 'aja', 'aplikasi', 'mantap']
sejauh ini ga ada kendala setiap ada promo selalu kebagian dan yg pasti ga perlu ngantri dan bebas pilih tempat duduk yg kita mau;['sejauh', 'ini', 'ga', 'ada', 'kendala', 'setiap', 'ada', 'promo', 'selalu', 'kebagian', 'dan', 'yg', 'pasti', 'ga', 'perlu', 'ngantri', 'dan', 'bebas', 'pilih', 'tempat', 'duduk', 'yg', 'kita', 'mau']
menurut saya lumayan aplikasi ini lebih memudahkantetapi sering lambat masuk tiketnyalebih di kembangin lagi jangan ada lag lag nya;['menurut', 'saya', 'lumayan', 'aplikasi', 'ini', 'lebih', 'memudahkantetapi', 'sering', 'lambat', 'masuk', 'tiketnyalebih', 'di', 'kembangin', 'lagi', 'jangan', 'ada', 'lag', 'lag', 'nya']
kesel banget ga sih pas udah ada promo buy get ternyata total masih sama dan yang harus dibayar malah tiket tanpa potongan tiket pertama tau gitu ngapain bikin promo tp gabisa dipake sedih gweh;['kesel', 'banget', 'ga', 'sih', 'pas', 'udah', 'ada', 'promo', 'buy', 'get', 'ternyata', 'total', 'masih', 'sama', 'dan', 'yang', 'harus', 'dibayar', 'malah', 'tiket', 'tanpa', 'potongan', 'tiket', 'pertama', 'tau', 'gitu', 'ngapain', 'bikin', 'promo', 'tp', 'gabisa', 'dipake', 'sedih', 'gweh']
so far saat ini dulu krn baru pakai nect banyak promo dan voucher naik klo ada tingkatkan terus;['so', 'far', 'saat', 'ini', 'dulu', 'krn', 'baru', 'pakai', 'nect', 'banyak', 'promo', 'dan', 'voucher', 'naik', 'klo', 'ada', 'tingkatkan', 'terus']
aplikasi gajelas udah top up k tapi pas beli tiket tiba di gagalin sendiri nomor yg tertera juga gabisa di hubungin salah tolong yaa yg punya aplikasi tolong bertanggung jawab dengan nomor yg tertera supaya kalo ada yg membutuh bantuan biar bisa cepet di selesaikan;['aplikasi', 'gajelas', 'udah', 'top', 'up', 'k', 'tapi', 'pas', 'beli', 'tiket', 'tiba', 'di', 'gagalin', 'sendiri', 'nomor', 'yg', 'tertera', 'juga', 'gabisa', 'di', 'hubungin', 'salah', 'tolong', 'yaa', 'yg', 'punya', 'aplikasi', 'tolong', 'bertanggung', 'jawab', 'dengan', 'nomor', 'yg', 'tertera', 'supaya', 'kalo', 'ada', 'yg', 'membutuh', 'bantuan', 'biar', 'bisa', 'cepet', 'di', 'selesaikan']
sy udh bayar kartu kredit udh kepotong tpi tiket gk muncul di ringkas order custservice di telpon error mulu gimana ini tanggung jawab dri pihak tix id;['sy', 'udh', 'bayar', 'kartu', 'kredit', 'udh', 'kepotong', 'tpi', 'tiket', 'gk', 'muncul', 'di', 'ringkas', 'order', 'custservice', 'di', 'telpon', 'error', 'mulu', 'gimana', 'ini', 'tanggung', 'jawab', 'dri', 'pihak', 'tix', 'id']
apanya membinasakan bug diperbaiki yg bener bos aplikasi gak responsif pesen tiba tiba ke cancel sendiri kode booking telat keluar milih kursi lama banget paling benci pas ada buy get gila keliatan banget cacatnya aplikasinya keliatan belum mateng aplikasinya lu juga punya cs sok sibuk mau ditelfon gak bisa terus jangan cari duit dengan cara kaya gini bos beri kami pelayanan yang baik maka duit bakalan datang sendirinya;['apanya', 'membinasakan', 'bug', 'diperbaiki', 'yg', 'bener', 'bos', 'aplikasi', 'gak', 'responsif', 'pesen', 'tiba', 'tiba', 'ke', 'cancel', 'sendiri', 'kode', 'booking', 'telat', 'keluar', 'milih', 'kursi', 'lama', 'banget', 'paling', 'benci', 'pas', 'ada', 'buy', 'get', 'gila', 'keliatan', 'banget', 'cacatnya', 'aplikasinya', 'keliatan', 'belum', 'mateng', 'aplikasinya', 'lu', 'juga', 'punya', 'cs', 'sok', 'sibuk', 'mau', 'ditelfon', 'gak', 'bisa', 'terus', 'jangan', 'cari', 'duit', 'dengan', 'cara', 'kaya', 'gini', 'bos', 'beri', 'kami', 'pelayanan', 'yang', 'baik', 'maka', 'duit', 'bakalan', 'datang', 'sendirinya']
saran aja si buat tixid orang mah semakin udah banyak yg make kualitasnya dibagusin bukan malah kek gini dulu sebelum banyak yg make saya mesen lancar aja gaada kendala tp skrg mau masuk tix nya aja susah;['saran', 'aja', 'si', 'buat', 'tixid', 'orang', 'mah', 'semakin', 'udah', 'banyak', 'yg', 'make', 'kualitasnya', 'dibagusin', 'bukan', 'malah', 'kek', 'gini', 'dulu', 'sebelum', 'banyak', 'yg', 'make', 'saya', 'mesen', 'lancar', 'aja', 'gaada', 'kendala', 'tp', 'skrg', 'mau', 'masuk', 'tix', 'nya', 'aja', 'susah']
belu tiket sudah terdebit saldo tidak muncul tiketnya komplain email slow respon komplain phone sibuk terus lihat disitus kursi yg sudah dibook tadi belum terbook lama banget tiba di refund gila aplikasi ini;['belu', 'tiket', 'sudah', 'terdebit', 'saldo', 'tidak', 'muncul', 'tiketnya', 'komplain', 'email', 'slow', 'respon', 'komplain', 'phone', 'sibuk', 'terus', 'lihat', 'disitus', 'kursi', 'yg', 'sudah', 'dibook', 'tadi', 'belum', 'terbook', 'lama', 'banget', 'tiba', 'di', 'refund', 'gila', 'aplikasi', 'ini']
transaksi berhasil saldo pun sudah terpotong akhirnya percaya diri untuk jalan ke bioskop waktu sampai di lokasi ternyata di aplikasinya tidak keluar kode tiketnya jadi saat ingin diprint saya kebingungan akhirnya bertanyalah saya ke kasir dan dicek listnya secara manual ternyata nama saya tidak terdaftar alhasil saya harus mengurungkan niat untuk nonton padahal hari itu saya sudah menempuh perjalanan depokbintaro untuk menepati janji saya menonton dengan kawan pada hari itu kali ini saya masih berbaik hati untuk memberikan bintang karena saldo saya sudah kembali meski kembalinya dalam sekian jam setelahnya mohon agar sistemnya diperbaiki lagi;['transaksi', 'berhasil', 'saldo', 'pun', 'sudah', 'terpotong', 'akhirnya', 'percaya', 'diri', 'untuk', 'jalan', 'ke', 'bioskop', 'waktu', 'sampai', 'di', 'lokasi', 'ternyata', 'di', 'aplikasinya', 'tidak', 'keluar', 'kode', 'tiketnya', 'jadi', 'saat', 'ingin', 'diprint', 'saya', 'kebingungan', 'akhirnya', 'bertanyalah', 'saya', 'ke', 'kasir', 'dan', 'dicek', 'listnya', 'secara', 'manual', 'ternyata', 'nama', 'saya', 'tidak', 'terdaftar', 'alhasil', 'saya', 'harus', 'mengurungkan', 'niat', 'untuk', 'nonton', 'padahal', 'hari', 'itu', 'saya', 'sudah', 'menempuh', 'perjalanan', 'depokbintaro', 'untuk', 'menepati', 'janji', 'saya', 'menonton', 'dengan', 'kawan', 'pada', 'hari', 'itu', 'kali', 'ini', 'saya', 'masih', 'berbaik', 'hati', 'untuk', 'memberikan', 'bintang', 'karena', 'saldo', 'saya', 'sudah', 'kembali', 'meski', 'kembalinya', 'dalam', 'sekian', 'jam', 'setelahnya', 'mohon', 'agar', 'sistemnya', 'diperbaiki', 'lagi']
kok lama sekali dalam pembelian tiket tolong diperbaiki merasa dikecewakan pembelian dalam tiket masih mengalami kendala dan dana saya sudah kepotong tapi tiket tidak keluar walau beberapa menit kemudian dana ny di refund tapi saya tidak merasa puas karena bagi saya harus membuang waktu untuk menelpon customer service akan tetapi ternyata cs ny jg ga terdaftarmohon sangat diperbaiki pelayanannya dan masalah pembelian tiketnya;['kok', 'lama', 'sekali', 'dalam', 'pembelian', 'tiket', 'tolong', 'diperbaiki', 'merasa', 'dikecewakan', 'pembelian', 'dalam', 'tiket', 'masih', 'mengalami', 'kendala', 'dan', 'dana', 'saya', 'sudah', 'kepotong', 'tapi', 'tiket', 'tidak', 'keluar', 'walau', 'beberapa', 'menit', 'kemudian', 'dana', 'ny', 'di', 'refund', 'tapi', 'saya', 'tidak', 'merasa', 'puas', 'karena', 'bagi', 'saya', 'harus', 'membuang', 'waktu', 'untuk', 'menelpon', 'customer', 'service', 'akan', 'tetapi', 'ternyata', 'cs', 'ny', 'jg', 'ga', 'terdaftarmohon', 'sangat', 'diperbaiki', 'pelayanannya', 'dan', 'masalah', 'pembelian', 'tiketnya']
